,0
https://www.tula.com/products/magnolia-bakery-exfoliating-body-wash,"Water (Aqua), Cocamidopropyl Hydroxysultaine, Sodium Lauroyl Sarcosinate, Sodium Cocoyl Glycinate, Copernicia Cerifera (Carnauba) Wax, Prunus Avium (Sweet Cherry) Seed Powder, Glycerin, Pyrus Malus (Apple) Fruit Extract, Acrylates Copolymer, Sodium Chloride, Cellulose Acetate, Fragrance, Musa Sapientum (Banana) Pulp Extract, Citrus Limon (Lemon) Peel Powder, Hibiscus Sabdariffa Flower Extract, Glycolic Acid, Lactic Acid, Malic Acid, Lactococcus Ferment Lysate, Lactobacillus, Lactobacillus Ferment, Beta Vulgaris (Beet) Root Extract, Curcuma Longa (Turmeric) Root Extract, Polymnia Sonchifolia Root Juice, Inulin, Alpha-Glucan Oligosaccharide, Mangifera Indica (Mango) Pulp Extract, Spondias Mombin Pulp Extract, Sodium Lauroyl Methyl Isethionate, Sodium PCA, Maltooligosyl Glucoside, Phenoxyethanol, Hydrogenated Starch Hydrolysate, Polyglyceryl-4 Caprate, Polyglyceryl-6 Caprylate, Hexylene Glycol, Potassium Hydroxide, Trisodium Ethylenediamine Disuccinate, Sodium Benzoate, Maltodextrin, Butylene Glycol, 1,2-Hexanediol, Caprylyl Glycol, Citric Acid, Coconut Acid, Sodium Cocoate, Benzyl Alcohol, Potassium Sorbate"
https://www.tula.com/products/mineral-magic-sunscreen,"*Does not contain live cultures.

* US Patent Pending

Active Ingredients: Titanium Dioxide 3.6%, Zinc Oxide 2.34%, Inactive Ingredients: Aqua/Water/Eau, Isododecane, C12-15 Alkyl Benzoate, Dimethicone, Triethylhexanoin, Caprylic/Capric Triglyceride, Butyloctyl Salicylate, Caprylyl Methicone, Silica, Styrene/Acrylates Copolymer, Pentylene Glycol, Triolein, Magnesium Sulfate, Lactobacillus, Lactobacillus Ferment, Lactococcus Ferment Lysate, Beta Vulgaris (Beet) Root Extract, Curcuma Longa (Turmeric) Root Extract, Prunus Persica (Peach) Fruit Extract, Prunus Persica (Peach) Leaf Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Hedychium Coronarium Root Extract, Inulin, Lactic Acid, Polymnia Sonchifolia Root Juice, Alpha-glucan Oligosaccharide, Lithothamnion Calcareum Powder, Ocimum Sanctum Leaf Extract, Zinc Sulfate, Aloe Barbadensis Flower Extract, Aminopropyl Triethoxysilane, Butylene Glycol, Coccinia Indica Fruit Extract, Cocos Nucifera (Coconut) Fruit Extract, Tocopherol, Corallina Officinalis Extract, Diatomaceous Earth, Polyglyceryl-3 Polyricinoleate, Dimethicone/PEG-10/15 Crosspolymer, Dipropylene Glycol, Glycerin, Disteardimonium Hectorite, Isopropyl Titanium Triisostearate, Isostearic Acid, Solanum Melongena (Eggplant) Fruit Extract, Maltodextrin, Mannitol, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Mica, Nylon-12, PEG-9 Polydimethylsiloxyethyl Dimethicone, Phenyl Trimethicone, Polyhydroxystearic Acid, Propanediol, Propylene Carbonate, Rubus Idaeus (Raspberry) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Sodium Benzoate, Prunus Armeniaca (Apricot) Kernel Extract, Sodium Citrate, Sodium Metabisulfite, Stearic Acid, Ethylhexylglycerin, Phenoxyethanol, Sodium Chloride, Ammonium Hydroxide, Trisodium Ethylenediamine Disuccinate, 1,2-Hexanediol, Caprylyl Glycol, CI 77891/Titanium Dioxide, CI 77491/CI77492/Iron Oxides"
https://www.tula.com/products/filter-primer-tinted-blurring-primer,"*Does not contain live cultures

Filter Primer Luna
Aqua/Water/Eau, Isododecane, Cyclopentasiloxane, Phenyl Trimethicone, Dimethicone, Ethylhexyl Palmitate, Cyclohexasiloxane, Glycerin, PEG-10 Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Lactococcus Ferment Lysate, Lactobacillus Ferment, Lactobacillus, Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Beta Vulgaris (Beet) Root Extract, Inulin, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Alpha-Glucan Oligosaccharide, Polymnia Sonchifolia Root Juice, Glycyrrhiza Glabra (Licorice) Root Extract, Curcuma Longa (Turmeric) Root Extract, Salvia Hispanica Seed Oil, Lactic Acid, Tocopherol, Butylene Glycol, Bisabolol, Maltodextrin, 1,2-Hexandiol, Tocopheryl Acetate, Cellulose Acetate, Acrylates/Ammonium Methacrylate Copolymer, Boron Nitride, Ethylhexylglycerin, HDI/Trimethylol Hexyllactone Crosspolymer, Magnesium Stearate, Mica, Polyglyceryl-4 Isostearate, Polymethylsilsesquioxane, Propylene Carbonate, Propylene Glycol Stearate, Silica Silylate, Sodium Benzoate, Sodium Chloride, Phenoxyethanol, May Contain: +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Iron Oxides (CI 77491), Iron Oxides (CI 77499)

Filter Primer Sunrise
Aqua/Water/Eau, Isododecane, Cyclopentasiloxane, Phenyl Trimethicone, Cyclohexasiloxane, Dimethicone, Ethylhexyl Palmitate, Glycerin, Cetyl PEG/PPG-10/1 Dimethicone, PEG-10 Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Disteardimonium Hectorite, lactococcus Ferment Lysate, Pinus Pinaster Bark Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Curcuma Longa (Turmeric) Root Extract, Salvia Hispanica Seed Oil, Lactic Acid, Propanediol, Tocopherol, Tocopheryl Acetate, Xanthan Gum, Caprylic/Capric Triglyceride, Cellulose Acetate, Docosahexaenoic Acid, Eicosapentaenoic Acid, Acrylates/Ammonium Methacrylate Copolymer, Boron Nitride, Ethylhexylglycerin, HDI/Trimethylol Hexyllactone Crosspolymer, Magnesium Stearate, Mica, Phosphatidylcholine, Phytosphingosine, Polyglyceryl-4 Isostearate, Polymethylsilsesquioxane, Propylene Carbonate, Propylene Glycol Stearate, Silica Silylate, Sodium Benzoate, Sodium Chloride, Sorbitol, Tetrasodium Glutamate Diacetate, Phenoxyethanol May Contain: +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Iron Oxides (CI 77491), Iron Oxides (CI 77499)

Filter Primer Magic Hour
Aqua/Water/Eau, Isododecane, Cyclopentasiloxane, Phenyl Trimethicone, Glycerin, Dimethicone, Ethylhexyl Palmitate, Cyclohexasiloxane, PEG-10 Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Lactococcus Ferment Lysate, Lactobacillus Ferment, Lactobacillus, Buddleja Davidii Extract, Ethylcellulose, Beta Vulgaris (Beet) Root Extract, Inulin, Curcuma Longa (Turmeric) Root Extract, Alpha-Glucan Oligosaccharide, Polymnia Sonchifolia Root Juice, Pinus Pinaster Bark Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Lactic Acid, Silica Dimethyl Silylate, Lauric Acid, Tranexamic Acid, Zea Mays (Corn Starch), Mannitol, Polyglyceryl-10 Stearate, Maltodextrin, Butylene Glycol, 1,2-Hexandiol, Propanediol, Tocopherol, Tocopheryl Acetate, Xanthan Gum, Caprylic/Capric Triglyceride, Cellulose Acetate, Docosahexaenoic Acid, Eicosapentaenoic Acid, Acrylates/Ammonium Methacrylate Copolymer, Ethylhexylglycerin, HDI/Trimethylol Hexyllactone Crosspolymer, Mica, Phosphatidylcholine, Phytosphingosine, Polyglyceryl-4 Isostearate, Polymethylsilsesquioxane, Propylene Carbonate, Propylene Glycol Stearate, Silica Silylate, Sodium Benzoate, Sodium Chloride, Sorbitol, Tetrasodium Glutamate Diacetate, Phenoxyethanol, May Contain: +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Iron Oxides (CI 77491), Iron Oxides (CI 77499)

Filter Primer Cosmos
Aqua/Water/Eau, Isododecane, Cyclopentasiloxane, Phenyl Trimethicone, Glycerin, Dimethicone, Ethylhexyl Palmitate, Cyclohexasiloxane, PEG-10 Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Mica, Lactococcus Ferment Lysate, Lactobacillus Ferment, Lactobacillus, Buddleja Davidii Extract, Ethylcellulose, Beta Vulgaris (Beet) Root Extract, Inulin, Curcuma Longa (Turmeric) Root Extract, Alpha-Glucan Oligosaccharide, Pinus Pinaster Bark Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Lactic Acid, Silica Dimethyl Silylate, Lauric Acid, Tranexamic Acid, Zea Mays (Corn Starch), Mannitol, Polyglyceryl-10 Stearate, Polymnia Sonchifolia Root Juice, Maltodextrin, Butylene Glycol, 1, 2-Hexanediol, Polyester-1, Propanediol, Tocopherol, Tocopheryl Acetate, Xanthan Gum, Caprylic/Capric Triglyceride, Docosahexaenoic Acid, Eicosapentaenoic Acid, Ethylhexylglycerin, HDI/Trimethylol Hexyllactone Crosspolymer, Phosphatidylcholine, Phytosphingosine, Polyglyceryl-4 Isostearate, Polymethylsilsesquioxane, Propylene Carbonate, Silica Silylate, Sodium Benzoate, Sodium Chloride, Sorbitol, Tetrasodium Glutamate Diacetate, Phenoxyethanol, May Contain: +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Iron Oxides (CI 77491), Iron Oxides (CI 77499)

Filter Primer First Light
Aqua/Water/Eau, Isododecane, Cyclopentasiloxane, Phenyl Trimethicone, Cyclohexasiloxane, Dimethicone, Ethylhexyl Palmitate, Glycerin, PEG-10 Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Mica, Lactococcus Ferment Lysate, Lactobacillus Ferment, Lactobacillus, Beta Vulgaris (Beet) Root Extract, Inulin, Alpha-Glucan Oligosaccharide, Polymnia Sonchifolia Root Juice, Pinus Pinaster Bark Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Curcuma Longa (Turmeric) Root Extract, Salvia Hispanica Seed Oil, Lactic Acid, Maltodextrin, Butylene Glycol, 1,2-Hexandiol, Propanediol, Tocopherol, Tocopheryl Acetate, Xanthan Gum, Caprylic/Capric Triglyceride, Cellulose Acetate, Docosahexaenoic Acid, Eicosapentaenoic Acid, Acrylates/Ammonium Methacrylate Copolymer, Ethylhexylglycerin, HDI/Trimethylol Hexyllactone Crosspolymer, Phosphatidylcholine, Phytosphingosine, Polyglyceryl-4 Isostearate, Polymethylsilsesquioxane, Propylene Carbonate, Propylene Glycol Stearate, Silica Silylate, Sodium Benzoate, Sodium Chloride, Sorbitol, Tetrasodium Glutamate Diacetate, Phenoxyethanol, May Contain: +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491)"
https://www.tula.com/products/first-light-untinted-moisturizing-primer,"* Products do not contain live cultures.

* US Patent Pending

Aqua/Water/Eau, Isododecane, Cyclopentasiloxane, Phenyl Trimethicone, Cyclohexasiloxane, Dimethicone, Ethylhexyl Palmitate, Glycerin, PEG-10 Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Mica, Lactococcus Ferment Lysate, Lactobacillus Ferment, Lactobacillus, Beta Vulgaris (Beet) Root Extract, Inulin, Alpha-Glucan Oligosaccharide, Polymnia Sonchifolia Root Juice, Pinus Pinaster Bark Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Curcuma Longa (Turmeric) Root Extract, Salvia Hispanica Seed Oil, Lactic Acid, Maltodextrin, Butylene Glycol, 1,2-Hexandiol, Propanediol, Tocopherol, Tocopheryl Acetate, Xanthan Gum, Caprylic/Capric Triglyceride, Cellulose Acetate, Docosahexaenoic Acid, Eicosapentaenoic Acid, Acrylates/Ammonium Methacrylate Copolymer, Ethylhexylglycerin, HDI/Trimethylol Hexyllactone Crosspolymer, Phosphatidylcholine, Phytosphingosine, Polyglyceryl-4 Isostearate, Polymethylsilsesquioxane, Propylene Carbonate, Propylene Glycol Stearate, Silica Silylate, Sodium Benzoate, Sodium Chloride, Sorbitol, Tetrasodium Glutamate Diacetate, Phenoxyethanol, May Contain: +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491)"
https://www.tula.com/products/acne-all-star,"* Does not contain live cultures.

Active Ingredients: Sulfur (3 %)

Inactive Ingredients: Water (aqua), Glycerin, Bentonite, Sodium Cocoyl Isethionate, Propanediol, Sodium Cocoyl Glycinate, 1,2-hexanediol, Magnesium Aluminum Silicate, Acacia Senegal Gum, Sea Water, Salix Alba (willow) Bark Extract, Lactococcus Ferment Lysate, Lactobacillus, Lactobacillus Ferment, Camellia Oleifera Leaf Extract, Betula Alba Bark Extract, Scrophularia Nodosa Extract, Betula Alba Juice, Pinus Densiflora Leaf Extract, Aspalathus Linearis Leaf Extract, Panthenol, Curcuma Longa (turmeric) Root Extract, Beta Vulgaris (beet) Root Extract, Alpha-glucan Oligosaccharide, Polymnia Sonchifolia Root Juice, Inulin, Lactic Acid, Leuconostoc/radish Root Ferment Filtrate, Ananas Sativus (pineapple) Fruit Extract, Citrus Aurantium Dulcis (orange) Fruit Extract, Citrus Limon (lemon) Peel Extract, Eugenia Caryphyllus (clove) Flower Extract, Pyrus Communis (pear) Fruit Extract, Pyrus Malus (apple) Fruit Extract, Salvia Officinalis (sage) Leaf Extract, Vanilla Planifolia Fruit Extract, Sodium Chloride, Sorbitan Oleate Decylglucoside Crosspolymer, Maltodextrin, Butylene Glycol, Sodium Benzoate, Dipropylene Glycol, Hydroxypropyl Cyclodextrin, Potassium Sorbate, Citric Acid, Quartz, Chlorophyllin-copper Complex, Sodium Cocoate, Coconut Acid, Sodium Isethionate, Titanium Dioxide (ci 77891)"
https://www.tula.com/products/brightening-treatment-drops-triple-vitamin-c-serum,"* Does not contain live cultures.

Aqua/Water/Eau, 3-O-Ethyl Ascorbic Acid, Lactococcus Ferment Lysate, Propanediol, 1,2-Hexanediol, Ascorbyl Glucoside, Sodium Citrate, Pentylene Glycol, Cichorium Intybus (Chicory) Root Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Corallina Officinalis Extract, Curcuma Longa (Turmeric) Root Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Lactic Acid, Ocimum Sanctum Leaf Extract, Vaccinium Vitis-Idaea Fruit Extract, Citrus Unshiu Peel Extract, Hippophae Rhamnoides Fruit Extract, Litchi Chinensis Seed Extract, Mangifera Indica (Mango) Leaf Extract, Gold, Glutathione, Hydroxyacetophenone, AcetylCysteine, Sodium Sulfite, Sorbitol, Citric Acid, Sclerotium Gum, Xanthan Gum, Caprylyl Glycol, Ascorbic Acid, Sodium Phytate, Lecithin, Pullulan, Silica, Sodium Chloride, Sodium Benzoate"
https://www.tula.com/products/vitamin-c-moisturizer,"* Does not contain live cultures

* US Patent Pending

Aqua/water/eau, Octyldodecyl Neopentanoate, 3-o-ethyl Ascorbic Acid, Tetrahexyldecyl Ascorbate, Glyceryl Stearate, Cetyl Alcohol, Lactococcus Ferment Lysate, Tranexamic Acid, Ferulic Acid, Lactobacillus Ferment, Inulin, Citrus Junos Seed Extract, Citrus Unshiu Peel Extract, Acetyl Tetrapeptide-2, Sodium Hyaluronate, Beta Vulgaris (beet) Root Extract/beta Vulgaris/extrait De Racine De Betterave, Lactobacillus, Lactic Acid, Curcuma Longa (turmeric) Root Extract, Alpha-glucan Oligosaccharide, Helianthus Annuus (sunflower) Seed Oil, Hedychium Coronarium Root Extract, Citrus Aurantium Dulcis (orange) Peel Oil, Citrus Reticulata (tangerine) Peel Oil, Daucus Carota Sativa (carrot) Seed Oil, Dicaprylyl Carbonate, Polymnia Sonchifolia Root Juice, Maltodextrin, Vanilla Planifolia Fruit Extract, Caesalpinia Spinosa Fruit Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Kappaphycus Alvarezii Extract, Corallina Officinalis Extract, Ocimum Basilicum (basil) Flower/leaf Extract, Eugenia Caryophyllus (clove) Flower Extract, Ocimum Sanctum Leaf Extract, Daucus Carota Sativa (carrot) Root Extract, Biotin, Stearyl Alcohol, Propanediol, Hydroxyacetophenone, Glycerin, Carbomer, Triethyl Citrate, Cetearyl Olivate, Sorbitan Olivate, Potassium Stearate, Trisodium Ethylenediamine Disuccinate, Octyldodecanol, Sodium Chloride, Beta-carotene, Tocopherol, Ascorbyl Palmitate, Sodium Citrate, Sodium Hydroxide, Butylene Glycol, Citric Acid, 1,2-hexanediol, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Limonene"
https://www.tula.com/products/overnight-eye-cream,"* Does not contain live cultures.

* US Patent Pending

Water (aqua), Butyrospermum Parkii (shea) Butter, Glycerin, Squalane, Isopentyldiol, Myristyl Myristate, Butylene Glycol, 1,2-hexanediol, Pentaerythrityl Tetraisostearate, Lactococcus Ferment Lysate, Arachidyl Alcohol, Cetearyl Olivate, Glyceryl Stearate, Oenothera Biennis (evening Primrose) Oil, Pseudozyma Epicola/camellia Sinensis Seed Oil Ferment Extract Filtrate, Bakuchiol, Lactobacillus, Lactobacillus Ferment, Haematococcus Pluvialis Extract, Beta Vulgaris (beet) Root Extract, Curcuma Longa (turmeric) Root Extract, Rosmarinus Officinalis (rosemary) Leaf Extract, Palmitoyl Tetrapeptide-7, Inulin, Alpha-glucan Oligosaccharide, Ceramide Np, Lactic Acid, Ceramide Ap, Ceramide As, Ceramide Ns, Chrysin, Ceramide Eop, Chamomilla Recutita (matricaria) Flower Extract, Cholesterol, Squalene, Behenyl Alcohol, Sorbitan Olivate, Sodium Polyacryloyldimethyl Taurate, Arachidyl Glucoside, Sodium Polyacrylate Starch, Sodium Polyglutamate, Phosphatidylcholine, Pentylene Glycol, Sodium Dilauramidoglutamide Lysine, 2,3-butanediol, Polymnia Sonchifolia Root Juice, Hydrogenated Lecithin, Maltodextrin, Sodium Benzoate, Citric Acid, Tocopherol, Phytic Acid, Potassium Sorbate, Sodium Chloride, Beta-sitosterol"
https://www.tula.com/products/lip-sos-tinted-lip-balm,"* Does not contain live cultures

* US Patent Pending

Blackberry Velvet:
Dipentaerythrityl Tetrahydroxystearate/tetraisostearate, Bis-diglyceryl Polyacyladipate-2, Phytosteryl/isostearyl/cetyl/stearyl/behenyl Dimer Dilinoleate, Bis-behenyl/isostearyl/phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Polyglyceryl-2 Isostearate/dimer Dilinoleate Copolymer, Persea Gratissima (avocado) Oil, Squalane, Flavor, Octyldodecanol, Rubus Fruticosus (blackberry) Fruit Extract, Punica Granatum Seed Oil, Punica Granatum Fruit Extract, Hyaluronic Acid, Palmitoyl Tripeptide-1, Tocopherol, Lactococcus Ferment Lysate, Lactobacillus, Lactobacillus Ferment, Alpha-glucan Oligosaccharide, Beta Vulgaris (beet) Root Extract, Inulin, Lactic Acid, Maltodextrin, Polyglycerin-3, Vitis Vinifera (grape) Seed Oil, 1,2-hexanediol, Acacia Decurrens Flower Wax, Curcuma Longa (turmeric) Root Extract, Ethylhexyl Palmitate, Helianthus Annuus (sunflower) Seed Wax, Butylene Glycol, Sorbitan Oleate, Tocopheryl Acetate, Tribehenin, Sorbitan Isostearate, Polyglyceryl-3 Diisostearate, Polymnia Sonchifolia Root Juice, Sambucus Nigra Fruit Extract, Simmondsia Chinensis (jojoba) Seed Oil, Sodium Benzoate, Sodium Chloride, Jojoba Esters, May Contain: Blue 1 Lake, Iron Oxides (ci 77499), Red 28 Lake, Titanium Dioxide (ci 77891)

Strawberry Flush:
Dipentaerythrityl Tetrahydroxystearate/tetraisostearate, Bis-diglyceryl Polyacyladipate-2, Phytosteryl/isostearyl/cetyl/stearyl/behenyl Dimer Dilinoleate, Bis-behenyl/isostearyl/phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Polyglyceryl-2 Isostearate/dimer Dilinoleate Copolymer, Squalane, Persea Gratissima (avocado) Oil, Flavor, Octyldodecanol, Fragaria Ananassa (strawberry) Seed Oil, Actinidia Chinensis (kiwi) Fruit Extract, Hyaluronic Acid, Palmitoyl Tripeptide-1, Tocopherol, Lactococcus Ferment Lysate, Lactobacillus, Lactobacillus Ferment, Alpha-glucan Oligosaccharide, Beta Vulgaris (beet) Root Extract, Curcuma Longa (turmeric) Root Extract, Inulin, Lactic Acid, Maltodextrin, Phenoxyethanol, Polymnia Sonchifolia Root Juice, 1,2-hexanediol, Acacia Decurrens Flower Wax, Helianthus Annuus (sunflower) Seed Wax, Butylene Glycol, Ethylhexyl Palmitate, Ethylhexylglycerin, Sorbitan Isostearate, Sorbitan Oleate, Tocopheryl Acetate, Jojoba Esters, Polyglycerin-3, Polyglyceryl-3 Diisostearate, Punica Granatum Fruit Extract, Sambucus Nigra Fruit Extract, Simmondsia Chinensis (jojoba) Seed Oil, Sodium Benzoate, Sodium Chloride, Sorbic Acid, Tribehenin, Xanthan Gum, Water (aqua), May Contain: Ci 19140, Iron Oxides (ci 77491), Iron Oxides (ci 77499), Red 7 Lake, Titanium Dioxide (ci 77891)

Blushing Lemonade:
Dipentaerythrityl Tetrahydroxystearate/tetraisostearate, Bis-diglyceryl Polyacyladipate-2, Phytosteryl/isostearyl/cetyl/stearyl/behenyl Dimer Dilinoleate, Bis-behenyl/isostearyl/phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Polyglyceryl-2 Isostearate/dimer Dilinoleate Copolymer, Squalane, Persea Gratissima (avocado) Oil, Flavor, Octyldodecanol, Citrullus Lanatus (watermelon) Seed Oil, Citrus Limon (lemon) Peel Oil, Hyaluronic Acid, Palmitoyl Tripeptide-1, Tocopherol, Lactococcus Ferment Lysate, Lactobacillus, Lactobacillus Ferment, Alpha-glucan Oligosaccharide, Beta Vulgaris (beet) Root Extract, Inulin, Jojoba Esters, Lactic Acid, Curcuma Longa (turmeric) Root Extract, Ethylhexyl Palmitate, Helianthus Annuus (sunflower) Seed Wax, 1,2-hexanediol, Acacia Decurrens Flower Wax, Polymnia Sonchifolia Root Juice, Sambucus Nigra Fruit Extract, Butylene Glycol, Maltodextrin, Polyglycerin-3, Polyglyceryl-3 Diisostearate, Punica Granatum Fruit Extract, Tocopheryl Acetate, Tribehenin, Sodium Benzoate, Sodium Chloride, Sorbitan Isostearate, Sorbitan Oleate, Simmondsia Chinensis (jojoba) Seed Oil, May Contain: Ci 19140, Iron Oxides (ci 77491), Iron Oxides (ci 77499), Red 7 Lake, Titanium Dioxide (ci 77891)"
https://www.tula.com/products/overnight-skin-rescue-treatment,"Aqua/Water/Eau, Glycerin, Bacillus Ferment, Butyrospermum Parkii (Shea) Butter, Propanediol, Cyclopentasiloxane, Pentaerythrityl Tetraethylhexanoate, Tetrahexyldecyl Ascorbate, Maltodextrin, Cetyl Alcohol, Myristyl Myristate, PEG-100 Stearate, Glyceryl Stearate, Dipentaerythrityl Penta Isononanoate, Lactobacillus, Bifida Ferment Lysate, Plankton Extract, Sodium Hyaluronate, Arginine Ferulate, Glycolic Acid, Lactic Acid, Alpha-glucan Oligosaccharide, Polymnia Sonchifolia Root Juice, Vaccinium Angustifolium (Blueberry) Fruit Extract, Camellia Sinensis Leaf Extract, Pistacia Lentiscus (Mastic) Gum, Hydrolyzed Rice Protein, Lactose, Milk Protein, Swertia Chirata Extract, Elettaria Cardamomum Seed Extract, Yogurt Extract, Hedychium Spicatum Extract, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Prunus Armeniaca (Apricot) Fruit Extract, Plumeria Rubra Flower Extract, Eugenia Caryophyllus (Clove) Flower Extract, Gardenia Tahitensis Flower Extract, Vanilla Planifolia Fruit Extract, Hibiscus Abelmoschus Seed Extract, Sophora Japonica Flower Extract, Citrullus Lanatus (Watermelon) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Potassium Sorbate, Caprylic/Capric Triglyceride, Tocopheryl Acetate, Panthenol, Linum Usitatissimum (Linseed) Oil, Sodium Phytate, Lecithin, Tocopherol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Methyl Dihydrojasmonate, Ethylene Brassylate, Methyl Undecylenate, Ethyl Undecylenate, Phenylisohexanol, Polystyrene, Sodium Ascorbate, PEG-40 Hydrogenated Castor Oil, Behenyl Alcohol, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexatosinate, Isohexadecane, Caprylyl Glycol, Butylene Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Polysorbate 80, Alcohol, Hexylene Glycol, Sodium Lactate, Sodium PCA, Sodium Benzoate, Tetrasodium EDTA, Phenethyl Alcohol, Tin Oxide, Phenoxyethanol, Limonene, Linalool, Hydroxycitronellal, Mica (CI 77019), Titanium Dioxide (CI 77891)"
https://www.tula.com/products/detoxifying-toning-face-mask-sticks,"* Does not contain live cultures.

* US Patent Pending

Aqua/Water/Eau, Propanediol, Glycerin, Kaolin, Sodium Stearate, Oleth-20, Hamamelis Virginiana (Witch Hazel) Water, Lactobacillus Ferment, Lactococcus Ferment Lysate, Vinegar, Salix Alba (Willow) Bark Extract, Curcuma Longa (Turmeric) Root Extract, Polymnia Sonchifolia Root Juice, Inulin, Lactic Acid, Bacillus Ferment, Lactobacillus, Hydroxyacetophenone, Alpha-Glucan Oligosaccharide, Beta Vulgaris (Beet) Root Extract, Sodium Chloride, Silica, Sodium Hydroxide, Gellan Gum, Citric Acid, Sodium Citrate, Xanthan Gum, Maltodextrin, Butylene Glycol, Benzoic Acid, 1,2-Hexanediol, Ethylhexylglycerin, Sodium Benzoate, Tocopherol, Phenoxyethanol, Fragrance (Parfum), Iron Oxides (CI 77492/CI 77499), Titanium Dioxide (CI 77891)

see the full ingredients list"
https://www.tula.com/products/24-7-hydrating-day-night-eye-balm,"* Does not contain live cultures. 

* US Patent Pending

Squalane, Hydrogenated Polyisobutene, Isoamyl Laurate, Polyethylene, Synthetic Wax, Aqua/Water/Eau, Polymethyl Methacrylate, Butylene Glycol, Silica, Glycerin, Lactococcus Ferment Lysate, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Polyglyceryl-4 Isostearate, Coco-Caprylate/Caprate, Jojoba Esters, Citrullus Vulgaris (Watermelon) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Lactobacillus, Lactobacillus Ferment, Polymnia Sonchifolia Root Juice, Lactic Acid, Alpha-Glucan Oligosaccharide, L-Proline, Sodium Hyaluronate, Rice Amino Acids, Beta Vulgaris (Beet) Root Extract, Inulin, Caffeine, Theobroma Cacao (Cocoa) seed Extract, Chenopodium Quinoa Seed Extract, Curcuma Longa (Turmeric) Root Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Hydrolyzed Soy Protein, Polyglyceryl-3 Polyricinoleate, Helianthus Annuus (Sunflower) Seed Wax, Acacia Decurrens Flower Wax, Maltodextrin, Polyglycerin-3, Sodium Lactate, Caesalpinia Spinosa Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Sorbitan Isostearate, Hydrolyzed Adansonia Digitata Seed Extract, Kappaphycus Alvarezii Extract, Tocopherol, Tocopheryl Acetate, Xanthan Gum, Sodium Chloride, Disteardimonium Hectorite, Caprylic/Capric Triglyceride, Sodium Phytate, Sodium PCA, Hexylene Glycol, Caprylyl Glycol, 1,2-Hexanediol, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate"
